Left Political,Left Emotional,Right Political,Right Emotional,Window Size
away,song,election,twin,9
economic,lyric,election,summer,9
dependence,worse,world,hurt,9
marriage,protect,church,detail,9
household,father,limits,excerpt,9
bureau,hammer,clear,artifice,9
safe,carrying,whole,history,9
abortion,found,church,archive,9
action,outdoor,hand,waltz,9
fund,fireplace,kings,serial,9
marx,pad,kings,verse,9
marx,shortly,virtual,hospital,9
ideology,hammer,platform,infection,9
division,found,pandemic,wheels,9
labor,violin,world,true,9
development,gather,air,breakfast,9
marriage,grand,production,brown,9
wales,living,competition,mystery,9
strike,room,game,mother,9
government,telling,fraud,love,9
positions,found,election,extremely,9
service,outdoor,sun,friend,9
movement,arrest,report,cage,9
india,unreliable,fraud,hidden,9
illegal,sister,accounts,opus,9
workers,slowly,department,origin,9
party,hold,defense,notebook,9
occupy,walk,military,tribute,9
deep,disappointing,thought,pickle,9
air,surprising,leaders,thirteen,9
mass,love,thought,meandering,9
workers,intentionally,leaders,summer,9
government,direction,east,perturbation,9
labour,weapon,levels,abstract,9
leader,custodian,covid,pound,9
hundreds,chess,restrictions,words,9
strike,mad,court,plate,9
local,mother,police,suite,9
papers,teacher,gun,gallant,9
prison,saint,states,adjunct,9
minister,crossed,court,hidden,9
minister,cinematographer,union,opus,9
party,accent,union,abstract,9
solution,mention,conditions,journey,9
debt,zoom,positive,lost,9
debt,film,conditions,midsummer,9
gdp,growth,positive,dream,9
party,apartment,conference,quivering,9
solution,neighborhood,practices,boat,9
work,beer,activities,shape,9
school,vineyard,services,sequence,9
minister,concert,uncertainty,backwards,9
education,cover,pandemic,hidden,9
away,song,working,pickle,9
wage,hold,box,autopsy,9
strike,forgotten,right,rain,9
effective,skit,gift,flash,9
effective,reporter,nature,wheels,9
work,attention,challenge,true,9
power,defend,school,breakfast,9
question,acknowledge,call,brown,9
communism,mistake,analysis,fabric,9
communist,feel,reading,backwards,9
liberation,dancer,testing,messenger,9
violence,dancer,middle,mob,9
rape,dancer,school,tall,9
racism,musician,bank,words,9
movement,engineer,coronavirus,cage,9
dialectic,amateur,limited,lost,9
work,painter,group,sequence,9
subversion,wife,church,plate,9
community,accept,services,room,9
race,music,group,edible,9
class,scene,greek,shame,9
housework,earlier,workers,affair,9
feminism,beer,staff,riding,9
collective,love,pay,summer,9
feminism,dance,staff,century,9
feminism,stuff,pay,concluding,9
liberation,band,staff,note,9
revolutionary,emerge,success,hurt,9
world,stripped,national,detail,9
caste,cerebral,national,reported,9
manifesto,electric,rome,read,9
politics,bass,rome,summer,9
manifesto,dried,place,noise,9
radical,mother,forum,shelf,9
collective,teacher,independent,summer,9
race,saint,large,vortex,9
class,poignant,forum,mystery,9
wages,cover,economic,mother,9
housework,hell,southeast,love,9
liberation,dance,home,smallest,9
socialist,stuff,police,thinking,9
feminism,apartment,mobile,abstract,9
socialist,neighborhood,space,words,9
feminism,beer,announcement,consult,9
liberation,vineyard,place,archive,9
union,painting,solid,contact,9
socialist,folk,land,fortnightly,9
action,electric,sustainable,received,9
organization,electric,exploration,archive,9
sexism,bass,points,nebulous,9
liberation,cover,game,writing,9
socialist,song,game,mystery,9
feminism,hold,start,mother,9
socialist,song,free,abstract,9
feminism,wan,game,anthology,9
class,music,roll,twin,9
housework,musical,pac,summer,9
feminism,corner,pac,hurt,9
socialism,loft,conference,detail,9
marx,inspired,offensive,excerpt,9
marx,dive,offensive,artifice,9
question,band,conference,history,9
socialism,hobby,game,archive,9
luxemburg,stolen,right,waltz,9
luxemburg,mother,pac,serial,9
equality,paralyzed,pac,verse,9
defense,waist,covid,hospital,9
equality,cover,money,infection,9
property,song,game,wheels,9
international,hold,right,true,9
socialism,song,side,breakfast,9
marx,released,judge,brown,9
marx,feature,deep,mystery,9
question,band,middle,mother,9
participation,hot,penalty,love,9
participation,plan,deep,extremely,9
communist,declare,right,friend,9
movement,overdose,johnson,board,9
questions,homicide,coronavirus,plane,9
participation,suicide,pandemic,accord,9
participation,virtually,limited,shot,9
question,convinced,access,rocket,9
parsons,joining,spring,propelled,9
evolutionary,clearance,gift,grenade,9
development,rack,special,team,9
question,sneeze,country,hiding,9
goldman,final,production,music,9
goldman,earth,limited,literature,9
emancipation,anxiety,special,hold,9
goldman,dinner,special,dialect,9
goldman,deploy,cruz,valuation,9
suffrage,sincere,proponent,despicable,9
revolutionary,tooth,gift,lie,9
world,root,limited,tolerate,9
alliance,rent,cruz,defensive,9
struggle,hundred,gift,firm,9
double,apartment,special,role,9
jeopardy,beat,country,warranted,9
collective,grade,gift,literary,9
feminism,defending,production,hatchet,9
dual,anxiety,college,grip,9
systems,dinner,research,sentinel,9
marriage,sneeze,woods,ink,9
marxism,final,item,sweat,9
feminism,earth,gift,blood,9
young,proof,young,killing,9
young,pain,young,beastly,9
dual,relief,crown,entrails,9
systems,effort,review,lie,9
marriage,proof,world,vernacular,9
marxism,faith,advise,meaning,9
feminism,officer,home,magazine,9
young,corona,pandemic,magma,9
young,typically,renewal,morning,9
marriage,dynamic,renewal,stand,9
social,queen,gift,marble,9
rape,creek,performance,god,9
racism,superintendent,performance,vague,9
movement,mall,school,small,9
psychology,food,review,knoll,9
rape,valley,winter,wet,9
racism,found,energy,wilted,9
movement,queen,firm,heart,9
psychology,creek,crown,dark,9
collective,mother,review,rest,9
young,received,gift,drama,9
young,morning,rate,sweet,9
marriage,program,cultural,mourning,9
social,suicide,social,received,9
marxism,program,media,hinge,9
suffrage,mother,credits,knoll,9
class,committed,winter,wet,9
struggle,raising,young,electric,9
luxemburg,suicide,young,playground,9
luxemburg,hospital,deal,passing,9
anarchism,continued,level,lost,9
parsons,attention,force,flesh,9
evolutionary,resident,chief,overhead,9
development,shit,criminal,broken,9
question,forthcoming,prison,vowel,9
communist,mother,winter,beautiful,9
party,teacher,area,possibility,9
equality,remember,cross,fortnightly,9
defense,real,country,porcelain,9
systems,exist,level,pamphlet,9
marriage,legislator,left,window,9
marxism,request,grandfather,pamphlet,9
feminism,sponsor,national,pamphlet,9
young,suicide,national,note,9
young,prevention,winter,written,9
marriage,couple,hurricane,mirror,9
social,point,left,invalidity,9
marxism,roller,grandfather,pamphlet,9
feminism,skating,national,birthday,9
liberation,rink,national,future,9
union,mother,area,suddenly,9
socialist,valley,hurricane,notoriety,9
feminism,corona,left,talent,9
liberation,sister,grandfather,pamphlet,9
violence,peer,left,series,9
communist,lower,grandfather,demon,9
party,repeated,national,saving,9
equality,meeting,national,revolt,9
defense,spoke,health,pushing,9
equality,point,health,fantasy,9
emancipation,turn,toward,fantasy,9
goldman,accompany,head,repression,9
goldman,subsequent,toward,hour,9
suffrage,feel,head,vendor,9
unions,suicide,south,pushing,9
russian,suicide,toward,bike,9
revolution,rarely,head,sand,9
revolution,weather,college,silver,9
housework,storming,game,passing,9
feminism,wanting,covid,baseball,9
question,visit,free,prey,9
socialism,happy,general,whispered,9
luxemburg,passion,election,eagle,9
luxemburg,beam,rate,landed,9
suffrage,hair,canvassing,baseball,9
class,pretty,issues,prey,9
struggle,fair,issues,whispered,9
luxemburg,hungry,voter,eagle,9
luxemburg,sudden,access,landed,9
manifesto,subject,laws,silver,9
politics,fish,registration,passing,9
manifesto,flour,ballot,aged,9
radical,shrimp,races,conversation,9
liberation,holding,level,convince,9
social,hungry,judge,refreshing,9
revolution,beam,hearing,hot,9
revolution,sitting,single,fluidity,9
tyranny,obtuse,level,twisted,9
wages,superior,chief,music,9
housework,drinking,criminal,urgent,9
subversion,wearing,motion,phase,9
community,calf,press,slowly,9
race,leather,pandemic,sound,9
class,print,press,ball,9
housework,store,chief,aged,9
dialectic,overalls,review,couple,9
work,beam,chief,boat,9
liberation,dame,review,dump,9
violence,teeth,insider,gorgeous,9
rape,comb,chief,stupid,9
racism,food,review,wife,9
movement,tavern,insider,found,9
question,fellow,culture,sand,9
question,oak,college,silver,9
social,room,reading,passing,9
office,darkness,reading,stupid,9
workers,calf,reading,word,9
local,leather,reading,easy,9
strike,print,discussion,dodge,9
council,collar,diversity,draft,9
unions,eighty,commonality,hundred,9
members,heap,community,crude,9
members,shed,cultural,garish,9
support,pile,public,style,9
local,tumor,reading,blond,9
east,proof,discussion,butter,9
union,mother,floating,marmalade,9
bargaining,eighty,press,beauty,9
workplace,wife,press,subdue,9
business,room,school,published,9
workers,mother,online,fortnightly,9
income,supplies,executive,emeritus,9
continuous,wilderness,organization,professor,9
decline,road,call,lost,9
original,gap,hand,impression,9
work,frontier,hand,existing,9
original,trail,supreme,burden,9
work,fish,court,earth,9
capital,wife,justice,weight,9
right,mustard,hand,assistance,9
wing,cook,free,doctor,9
ideology,bicycle,executive,ready,9
revolution,sucking,organization,narrow,9
revolution,teeth,donor,treacherous,9
assembly,pretending,press,touched,9
workers,rug,meetings,flesh,9
primary,beam,game,frozen,9
focus,daughter,report,repent,9
class,colonel,work,wrong,9
struggle,opera,game,collection,9
article,singer,press,interesting,9
autonomy,sweet,unprecedented,comment,9
constitution,wagon,work,version,9
society,copper,call,portrait,9
capitalism,apparatus,domestic,luxury,9
capitalism,mess,violence,stranded,9
place,supplies,public,senior,9
capitalism,wilderness,affairs,equally,9
communism,slip,violence,deserving,9
movement,tongue,public,absent,9
globalisation,edible,affairs,libel,9
poverty,sugar,young,resigned,9
basic,stir,young,admitting,9
free,light,home,resigned,9
association,dough,voice,admitting,9
question,sturdy,world,shock,9
traditional,dough,garden,horror,9
revolutionary,tart,garden,professor,9
theory,seasoned,members,written,9
revolution,upper,members,sentence,9
revolution,lower,planned,inevitable,9
revolution,crust,volunteers,step,9
revolution,pie,virtual,borrow,9
thought,pan,association,vivid,9
review,upper,local,circuit,9
empire,crust,school,spleen,9
group,oven,community,classics,9
world,pan,members,fortnightly,9
autonomy,heap,members,subtle,9
constitution,butter,volunteers,tact,9
prison,cover,united,sympathy,9
united,crust,states,written,9
united,seal,committee,charitable,9
video,cut,positions,role,9
views,slash,representatives,predecessor,9
net,tough,area,spend,9
order,beautiful,area,summer,9
net,tree,law,serve,9
order,boon,justice,assistance,9
administration,spite,group,disabled,9
power,slip,trade,dream,9
biden,tongue,straight,ultimately,9
bush,amateur,meetings,father,9
wars,standard,general,legacy,9
iran,guide,general,naval,9
police,farmer,away,station,9
violence,decent,army,flight,9
hand,crust,pac,instructor,9
resolution,real,pac,twenty,9
parliament,pie,forward,grateful,9
prisoners,tart,community,provided,9
conflict,pasty,virtual,father,9
powers,meat,virtual,feel,9
syria,tart,race,grateful,9
arms,slight,virtual,accident,9
double,pastry,race,triple,9
east,hint,race,father,9
syria,blush,video,legacy,9
free,sweet,court,daughter,9
control,glaze,weapons,captain,9
operation,interesting,violations,father,9
political,significant,office,flight,9
political,joy,court,accident,9
opposition,cooking,defense,ambassador,9
legal,joy,responsible,unique,9
party,cooking,property,supporting,9
militant,juice,court,happy,9
government,oven,papers,category,9
points,mention,court,palm,9
favoured,pie,judge,beach,9
solution,tasty,chief,palm,9
internal,admit,criminal,beach,9
economic,forty,death,award,9
political,feel,responsibility,professional,9
political,tender,east,physical,9
inflation,casual,death,regional,9
competitive,plain,video,teacher,9
leader,procedure,court,physical,9
muslim,stir,prison,teacher,9
world,amateur,court,teacher,9
redress,standard,judge,award,9
states,guide,rape,shape,9
united,farmer,court,teacher,9
kingdom,decent,judge,award,9
japan,crust,court,shape,9
australia,real,judge,application,9
monetary,heinous,police,write,9
sovereignty,desecration,home,essay,9
independent,pie,rape,total,9
subjects,curl,court,late,9
property,forehead,judge,recent,9
wealth,equally,chief,released,9
crisis,horrid,criminal,associate,9
capitalism,mention,work,professor,9
hegel,happy,single,thanksgiving,9
economics,expectant,school,hospital,9
public,excellent,production,build,9
policy,digestion,reading,slow,9
single,peel,horse,typically,9
response,slice,world,holiday,9
strikes,fly,market,theme,9
usa,bodily,left,advanced,9
workers,gas,seeking,grade,9
assembly,cook,country,release,9
protection,food,election,teacher,9
covid,hearth,interest,received,9
strike,rest,controversy,severance,9
laws,beach,founding,coming,9
measures,fairly,fathers,financial,9
measures,quality,electoral,officer,9
whole,apparently,force,written,9
response,unwavering,crown,banner,9
strikes,picture,favorite,banner,9
usa,dignity,commune,emulate,9
workers,drawing,nature,mesa,9
assembly,firm,deep,variance,9
protection,ornamented,green,program,9
covid,printing,peace,gathering,9
work,chair,access,resist,9
production,foil,street,emulate,9
industrial,soup,street,mesa,9
basque,design,land,variance,9
country,makeshift,wildlife,banner,9
workers,attainable,wildlife,banner,9
workers,food,property,train,9
